TYPE,SITE_ID,SITE_PID,SITE_TYPE,NAME_ENG,NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,REALM,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,GOVSUBTYPE,OWN_TYPE,OWNSUBTYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,PRNT_ISO3,ISO3,SUPP_INFO,CONS_OBJ,INLND_WTRS,OECM_ASMT
Polygon,3,3,PA,Laguna de los Pozuelos,Laguna de los Pozuelos,Monumento Natural,Nature Monument,National,III,Not Applicable,Terrestrial,0,0,160,217.931016272161,Not Applicable,0,Designated,1980,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,Not Reported,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,4,4,PA,Formosa,Formosa,Reserva Natural,Nature Reserve,National,Ia,Not Applicable,Terrestrial,0,0,90.05,90.7460528768777,Not Applicable,0,Designated,1968,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/plan_de_gestion_RNF_aprobado_Res_538-2018.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,6,6,PA,Los Glaciares,Los Glaciares,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,5385.5,5368.38407650526,Not Applicable,0,Designated,1937,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/PG_PN_LOS_GLACIARES_2019-2029__1_.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,7,7,PA,Lanín,Lanín,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,2169.93,2182.39232055778,Not Applicable,0,Designated,1937,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/PlanGestionPNLanin.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,8,8,PA,Los Alerces,Los Alerces,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,1883.79,1884.69513730094,Not Applicable,0,Designated,1937,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/PG_Los_Alerces.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,10,10,PA,Calilegua,Calilegua,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,763.06,775.214573989428,Not Applicable,0,Designated,1979,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,http://www.sib.gov.ar/archivos/PLAN_GESTION_PN_CALILEGUA.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,11,11,PA,Baritú,Baritú,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,724.39,682.065917619947,Not Applicable,0,Designated,1974,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/PG_BA_NOG.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,12,12,PA,Río Pilcomayo,Río Pilcomayo,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,518.89,508.320608129172,Not Applicable,0,Designated,1951,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/Plan_de_Gestion_del_PN_Rio_Pilcomayo.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,15,15,PA,Iguazú,Iguazú,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,599.45,512.47234262053,Not Applicable,0,Designated,1934,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/ANEXO_I_PGIguazu.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16,16,PA,El Rey,El Rey,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,441.62,401.906140958001,Not Applicable,0,Designated,1948,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/PG_PNER.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,17,17,PA,Lago Puelo,Lago Puelo,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,192.47,190.497384183292,Not Applicable,0,Designated,1937,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/PLAN_DE_GESTION_PN_LAGO_PUELO_2019_2029.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,18,18,PA,Chaco,Chaco,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,149.81,149.308155511838,Not Applicable,0,Designated,1954,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/PG_Chaco_72_2019.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,19,19,PA,Laguna Blanca,Laguna Blanca,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,76.9,77.4378516176112,Not Applicable,0,Designated,1940,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/PG_PN_Laguna_Blanca.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,20,20,PA,Lihué Calel,Lihué Calel,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,325.14,325.553410646736,Not Applicable,0,Designated,1976,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,Not Reported,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,21,21,PA,El Palmar,El Palmar,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,82.13,82.2072460895336,Not Applicable,0,Designated,1966,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/Plan_de_Gestion_El_Palmar_Doc_Final.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,22,22,PA,Los Arrayanes,Los Arrayanes,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,17.96,17.8667405399324,Not Applicable,0,Designated,1971,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/PG_PNNH_2019.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,23,23_1,PA,San Guillermo - Zona núcleo,San Guillermo - Zona núcleo,Reserva de la Biósfera,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,0,1660,1639.74679631247,Not Applicable,0,Designated,1980,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Secretariat for Environmental Policy,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,23,23_2,PA,San Guillermo - Zona de amortiguamiento,San Guillermo - Zona de amortiguamiento,Reserva de la Biósfera,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,0,8240,7820.3686105514,Not Applicable,0,Designated,1980,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Secretariat for Environmental Policy,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,2224,2224,PA,Perito Moreno,Perito Moreno,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,951.73,953.033516783182,Not Applicable,0,Designated,1937,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/PG_PNPFPM.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,2226,2226,PA,Bosques Petrificados,Bosques Petrificados,Monumento Natural,Nature Monument,National,III,Not Applicable,Terrestrial,0,0,150,149.926914076555,Not Applicable,0,Designated,1954,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/IF-2018-60876708-APN-DRPA-APNAC.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,2497,2497,PA,Nahuel Huapi,Nahuel Huapi,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,4918.81,4782.85273377715,Not Applicable,0,Designated,1934,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/PG_PNNH_2019.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,2570,2570,PA,Los Glaciares National Park,Parque Nacional Los Glaciares,Sitio Patrimonio de la Humanidad (natural o mixto),World Heritage Site (natural or mixed),International,Not Applicable,"(vii);(viii)",Terrestrial,0,0,7269.27,7194.53582258433,Not Applicable,0,Inscribed,1981,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,3371,3371,PA,Golfo San José,Golfo San José,Reserva Natural Turística,Tourist Nature Reserve,National,II,Not Applicable,Marine,0,801.785026811098,1360,818.770869823466,Not Reported,0,Designated,1974,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,4330,4330,PA,Lanín,Lanín,Reserva Nacional,National Reserve,National,VI,Not Applicable,Terrestrial,0,0,1950.1,1933.12429769802,Not Applicable,0,Designated,1937,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/PlanGestionPNLanin.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,4332,4332,PA,Iguazú,Iguazú,Reserva Nacional,National Reserve,National,VI,Not Applicable,Terrestrial,0,0,76.75,72.130544792003,Not Applicable,0,Designated,1934,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/ANEXO_I_PGIguazu.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,5082,5082,PA,Laguna Blanca,Laguna Blanca,Reserva de la Biósfera,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,0,6405,6423.68450887953,Not Applicable,0,Designated,1982,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,10722,10722,PA,Parque Costero del Sur,Parque Costero del Sur,Reserva de la Biósfera,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,2.31449856450685,250,267.701871489334,Not Applicable,0,Designated,1984,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,10862,10862,PA,Sierra de las Quijadas,Sierra de las Quijadas,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,737.85,737.609560277466,Not Applicable,0,Designated,1991,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/PG_PNSQ_2017_VERSION_FINAL.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,10868,10868,PA,Quebrada del Condorito,Quebrada del Condorito,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,245.89,245.790108860865,Not Applicable,0,Designated,1996,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/PG_PNQC_2017-2023__1_.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,10877,10877,PA,Isla de los Estados y Archipiélago de Año Nuevo,Isla de los Estados y Archipiélago de Año Nuevo,Reserva Natural Silvestre,Wilderness Nature Reserve,National,Ib,Not Applicable,Terrestrial,0,18.991706793906,527.36,502.057319883278,Not Applicable,0,Designated,2016,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,"Ministerio de Defensa, Administración de Parques Nacionales y Pcia. de Tierra del Fuego",Not Reported,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,10879,10879,PA,Talampaya,Talampaya,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,2150,2131.10251922212,Not Applicable,0,Designated,1997,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/Plan_de_Gestion_2019.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,10901,10901,PA,Iguazu National Park,Parque Nacional Iguazú,Sitio Patrimonio de la Humanidad (natural o mixto),World Heritage Site (natural or mixed),International,Not Applicable,"(vii);(x)",Terrestrial,0,0,550,586.040286242281,Not Applicable,0,Inscribed,1984,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,11584,11584,PA,Ñacuñan,Ñacuñan,Reserva de la Biósfera,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,0,319,281.938791895906,Not Applicable,0,Designated,1986,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,11646,11646,PA,Ñancuñan,Ñancuñan,Reserva Ecológica y Forestal,Ecological and Forest Reserve,National,VI,Not Applicable,Terrestrial,0,0,123,129.486132698237,Not Applicable,0,Designated,1961,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16829,16829,PA,Los Andes,Los Andes,Reserva Natural de Fauna Silvestre,Nature Wildlife Reserve,National,VI,Not Applicable,Terrestrial,0,0,14859.72,15192.6960482318,Not Applicable,0,Designated,1980,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16831,16831,PA,Punta Lara,Punta Lara,Reserva Natural Integral Mixta,Mixed Integral Nature Reserve,National,Ia,Not Applicable,Terrestrial,0,0.034483136604888,55.79,55.8352478310406,Not Applicable,0,Designated,2001,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16845,16845,PA,Laguna Brava,Laguna Brava,Refugio Provincial,Provincial Refuge,National,IV,Not Applicable,Terrestrial,0,0,4050,4186.20015742065,Not Applicable,0,Designated,1980,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16846,16846,PA,Copo,Copo,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,1181.19,1180.75373351006,Not Applicable,0,Designated,2000,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,httphttps://sib.gob.ar/archivos/IF-2019-66218828-APN-DRNOA-APNAC.pdff,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16848,16848,PA,Pampa del Indio,Pampa del Indio,Parque Natural,Nature Park,National,II,Not Applicable,Terrestrial,0,0,86.33,222.861651595823,Not Applicable,0,Designated,1957,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16851,16851,PA,Valle Fértil,Valle Fértil,Reserva de Uso Múltiple,Multiple Use Reserve,National,VI,Not Applicable,Terrestrial,0,0,8000,7776.03956685542,Not Applicable,0,Designated,1971,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16854,16854,PA,Limay Mahuida,Limay Mahuida,Reserva Natural,Nature Reserve,National,VI,Not Applicable,Terrestrial,0,0,49.83,71.7358005121714,Not Applicable,0,Designated,1974,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16855,16855,PA,La Humada,La Humada,Reserva Natural,Nature Reserve,National,VI,Not Applicable,Terrestrial,0,0,50,60.5001156705853,Not Applicable,0,Designated,1974,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16858,16858,PA,Pichi Mahuida,Pichi Mahuida,Reserva Natural,Nature Reserve,National,VI,Not Applicable,Terrestrial,0,0,41.19,78.9697362353475,Not Applicable,0,Designated,1974,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16861,16861,PA,La Payunia,La Payunia,Reserva Total,Total Reserve,National,Ia,Not Applicable,Terrestrial,0,0,6650,6828.34700898566,Not Applicable,0,Designated,1982,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16862,16862,PA,Divisadero Largo,Divisadero Largo,Reserva Natural,Nature Reserve,National,Ia,Not Applicable,Terrestrial,0,0,4.92,5.08088821220226,Not Applicable,0,Designated,1983,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16864,16864,PA,Telteca,Telteca,Reserva Natural y Cultural,Cultural and Nature Reserve,National,VI,Not Applicable,Terrestrial,0,0,385.07,384.35033488197,Not Applicable,0,Designated,1985,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16873,16873,PA,Copahue Caviahue,Copahue Caviahue,Parque Provincial,Provincial Park,National,II,Not Applicable,Terrestrial,0,0,287.5,287.553862904292,Not Applicable,0,Designated,1962,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16874,16874,PA,Batea Mahuida,Batea Mahuida,Reserva Forestal,Forest Reserve,National,VI,Not Applicable,Terrestrial,0,0,12.06,20.4281561435075,Not Applicable,0,Designated,1968,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16875,16875,PA,Chañy,Chañy,Reserva Forestal,Forest Reserve,National,Not Reported,Not Applicable,Terrestrial,0,0,20.39,49.8695425705839,Not Applicable,0,Designated,1986,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16876,16876,PA,El Tromen,El Tromen,Parque Provincial,Provincial Park,National,II,Not Applicable,Terrestrial,0,0,300,300.057764008535,Not Applicable,0,Designated,1971,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16880,16880,PA,Punta Bermeja,Punta Bermeja,Área Natural Protegida,Protected Nature Area,National,Not Reported,Not Applicable,Coastal,0,15.2215599735826,19,18.9681500064176,Not Reported,0,Designated,1971,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16882,16882,PA,Caleta de los Loros,Caleta de los Loros,Reserva de Uso Múltiple,Multiple Use Reserve,National,VI,Not Applicable,Coastal,0,56.8474680912952,90.84,90.7856493393352,Not Reported,0,Designated,1984,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16883,16883,PA,Meseta de Somuncurá,Meseta de Somuncurá,Área Natural Protegida,Protected Nature Area,National,VI,Not Applicable,Terrestrial,0,0,16136.89,16158.0715550737,Not Applicable,0,Designated,1986,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16884,16884,PA,La Florida,La Florida,Parque Provincial,Provincial Park,National,Ia,Not Applicable,Terrestrial,0,0,98.82,93.368309316114,Not Applicable,0,Designated,1936,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16885,16885,PA,Los Sosa,Los Sosa,Reserva Natural,Nature Reserve,National,VI,Not Applicable,Terrestrial,0,0,8.9,26.9975118230736,Not Applicable,0,Designated,1940,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16886,16886,PA,Santa Ana,Santa Ana,Reserva Natural,Nature Reserve,National,VI,Not Applicable,Terrestrial,0,0,200,172.609676568496,Not Applicable,0,Designated,1951,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16888,16888,PA,Punta Loma,Punta Loma,Reserva Natural Turística,Tourist Nature Reserve,National,IV,Not Applicable,Terrestrial,0,0,17.07,17.1140755361689,Not Applicable,0,Designated,1967,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16889,16889,PA,Península de Valdés,Península de Valdés,Reserva Natural Turística,Tourist Nature Reserve,National,VI,Not Applicable,Terrestrial,37.13,51.2842122486968,8400,3875.88418506553,Not Applicable,0,Designated,1983,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16890,16890,PA,Iberá,Iberá,Reserva Natural Provincial,Provincial Nature Reserve,National,VI,Not Applicable,Terrestrial,0,0,13245,11441.7954145078,Not Applicable,0,Designated,1982,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16892,16892,PA,Monte de las Barrancas,Monte de las Barrancas,Refugio de Vida Silvestre,Wildlife Refuge,National,VI,Not Applicable,Terrestrial,0,0,76.56,76.5179635341516,Not Applicable,0,Designated,1988,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16893,16893,PA,Chancani,Chancani,Parque Natural Provincial y Reserva Forestal Natural,Provincial Nature Park and Natural Forest Reserve,National,VI,Not Applicable,Terrestrial,0,0,49.6,50.043353046701,Not Applicable,0,Designated,1986,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16894,16894_1,PA,Laguna de los Pozuelos - Zona núcleo,Laguna de los Pozuelos - Zona núcleo,Reserva de la Biósfera,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,0,3640,135.593022519591,Not Applicable,0,Designated,1990,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16894,16894_2,PA,Laguna de los Pozuelos - Zona de amortiguamiento,Laguna de los Pozuelos - Zona de amortiguamiento,Reserva de la Biósfera,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,0,160,5239.33981844782,Not Applicable,0,Designated,1990,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16895,16895,PA,Olaroz Caucharí,Olaroz Caucharí,Reserva Provincial de Fauna,Provincial Faunal Reserve,National,VI,Not Applicable,Terrestrial,0,0,2057.21,2092.96983338089,Not Applicable,0,Designated,1981,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16899,16899,PA,Bahía Laura,Bahía Laura,Reserva Natural Intangible,Intangible Nature Reserve,National,IV,Not Applicable,Coastal,0,37.0043535419557,16.57,51.8397887685054,Not Reported,0,Designated,1977,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16900,16900,PA,Ría de Puerto Deseado,Ría de Puerto Deseado,Reserva Natural Intangible,Intangible Nature Reserve,National,VI,Not Applicable,Coastal,0,36.7848244843393,34.4,75.553502671251,Not Reported,0,Designated,1977,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,16901,16901,PA,Cabo Blanco,Cabo Blanco,Reserva Natural Intangible,Intangible Nature Reserve,National,IV,Not Applicable,Coastal,0,20.1217050750412,73.7,36.5682784172701,Not Reported,0,Designated,1977,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
